21:26:14.736 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper ---- Neither @ContextConfiguration nor @ContextHierarchy found for test class [net.engineeringdigest.journalApp.repository.UserRepositoryImplTests], using SpringBootContextLoader 
21:26:16.338 [cluster-ClusterId{value='678689202a28271ce718236a', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-01.1f2ay.mongodb.net:27017 to client view of cluster 
21:26:16.350 [main] INFO  org.mongodb.driver.cluster ---- Cluster description not yet available. Waiting for 30000 ms before timing out 
21:26:16.355 [cluster-ClusterId{value='678689202a28271ce718236a', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-00.1f2ay.mongodb.net:27017 to client view of cluster 
21:26:16.356 [cluster-ClusterId{value='678689202a28271ce718236a', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-02.1f2ay.mongodb.net:27017 to client view of cluster 
21:26:16.360 [main] INFO  org.mongodb.driver.cluster ---- No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@741ac284 from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=cluster0-shard-00-01.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=cluster0-shard-00-00.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=cluster0-shard-00-02.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out 
21:26:17.008 [cluster-ClusterId{value='678689202a28271ce718236a', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:3, serverValue:39354}] to cluster0-shard-00-00.1f2ay.mongodb.net:27017 
21:26:17.008 [cluster-rtt-ClusterId{value='678689202a28271ce718236a', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:2, serverValue:39354}] to cluster0-shard-00-00.1f2ay.mongodb.net:27017 
21:26:17.008 [cluster-ClusterId{value='678689202a28271ce718236a', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:1, serverValue:38563}] to cluster0-shard-00-01.1f2ay.mongodb.net:27017 
21:26:17.008 [cluster-ClusterId{value='678689202a28271ce718236a', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:5, serverValue:43492}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:26:17.008 [cluster-rtt-ClusterId{value='678689202a28271ce718236a', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:4, serverValue:43492}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:26:17.008 [cluster-rtt-ClusterId{value='678689202a28271ce718236a', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:6, serverValue:38563}] to cluster0-shard-00-01.1f2ay.mongodb.net:27017 
21:26:17.009 [cluster-ClusterId{value='678689202a28271ce718236a', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-01.1f2ay.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=249562251, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-01.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=155, topologyVersion=TopologyVersion{processId=6784fc706db367ea53e6d7f5, counter=3}, lastWriteDate=Tue Jan 14 21:26:16 IST 2025, lastUpdateTimeNanos=9077883865085} 
21:26:17.009 [cluster-ClusterId{value='678689202a28271ce718236a', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-00.1f2ay.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=389790612, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-00.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=155, topologyVersion=TopologyVersion{processId=6784fa949576dc0512472ebd, counter=4}, lastWriteDate=Tue Jan 14 21:26:16 IST 2025, lastUpdateTimeNanos=9077883864942} 
21:26:17.009 [cluster-ClusterId{value='678689202a28271ce718236a', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-02.1f2ay.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=389841945, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-02.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000092, setVersion=155, topologyVersion=TopologyVersion{processId=6784f92442ca6d390c56009e, counter=6}, lastWriteDate=Tue Jan 14 21:26:16 IST 2025, lastUpdateTimeNanos=9077883911497} 
21:26:17.014 [cluster-ClusterId{value='678689202a28271ce718236a', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Setting max election id to 7fffffff0000000000000092 from replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:26:17.015 [cluster-ClusterId{value='678689202a28271ce718236a', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Setting max set version to 155 from replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:26:17.015 [cluster-ClusterId{value='678689202a28271ce718236a', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Discovered replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:26:17.395 [main] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:7, serverValue:43492}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:26:18.022 [main] INFO  o.s.s.web.DefaultSecurityFilterChain ---- Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5e69cf07, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3d512652, org.springframework.security.web.context.SecurityContextPersistenceFilter@34cd65ac, org.springframework.security.web.header.HeaderWriterFilter@19d53ab4, org.springframework.security.web.authentication.logout.LogoutFilter@7604198a, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@23ea8830, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2dcd0e41, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@795f6681, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2c2e3460, org.springframework.security.web.session.SessionManagementFilter@27bc1d44, org.springframework.security.web.access.ExceptionTranslationFilter@77fc19cf, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1182413a] 
21:26:18.741 [main] INFO  n.e.j.r.UserRepositoryImplTests ---- Started UserRepositoryImplTests in 3.836 seconds (JVM running for 4.651) 
